Código Candidato,Data de nascimento,Série,Unidade,Data de Inscrição,Data da matrícula,Tipo,Bolsa (%),Real Anuidade
CL20663,27/1/2017,3º ano,Alípio de Melo,18/08/2024 22:45,30/08/2024,Rematrícula,"47,10%",13.67
CL20669,12/02/2016,4º ano bilíngue,Carajás,18/08/2024 22:46,28/11/2024,Rematrícula,"100,00%",32.408
CL20670,22/11/2015,4º ano,Alípio de Melo,18/08/2024 22:46,22/10/2024,Rematrícula,"60,00%",10.224
CL20672,,4º ano,,18/08/2024 22:46,,Rematrícula,,
CL20673,10/08/2013,6º ano,Carlos Prates,18/08/2024 22:47,02/10/2024,Rematrícula,"52,00%",14.785
CL20674,,9º ano,,18/08/2024 22:46,,Rematrícula,,
CL20675,11/08/2015,4º ano,Carlos Prates,18/08/2024 22:45,09/10/2024,Rematrícula,"55,00%",11.928
CL2068,30/08/2018,1º ano,Lagoa Santa,18/08/2024 22:44:00,19/12/2024,Rematrícula,"32,50%",17.064
CL20682,09/02/2014,6º ano,Santa Amélia,18/08/2024 22:46,16/12/2024,Rematrícula,"50,00%",16.075
CL20683,,Infantil 5 bilíngue,,18/08/2024 22:45,,Rematrícula,,
CL20685,08/05/2011,8º ano,Conceição do Mato Dentro,18/08/2024 22:46,26/11/2024,Rematrícula,"50,00%",19.155
CL20693,02/09/2007,3ª série,Mais Cidade Nova,18/08/2024 22:46,02/09/2024,Rematrícula,"62,00%",22.733
CL20694,13/10/2008,2ª série,Lagoa Santa,18/08/2024 22:46,30/09/2024,Rematrícula,"33,00%",21.883
CL20696,04/01/2008,3ª série,Mais Cidade Nova,18/08/2024 22:46,05/11/2024,Rematrícula,"70,00%",15.974
CL20699,10/07/2014,5º ano,Alípio de Melo,18/08/2024 22:44,19/12/2024,Rematrícula,"63,00%",10.164
CL20700,10/09/2010,9º ano,Mais Cidade Nova,18/08/2024 22:45,09/10/2024,Rematrícula,"58,00%",19.364
CL20708,27/12/2012,7º ano,Carlos Prates,18/08/2024 22:46,01/10/2024,Rematrícula,"50,00%",14.596
CL20710,10/03/2013,7º ano,Lagoa Santa,18/08/2024 22:47,18/01/2025,Rematrícula,"50,40%",15.285
CL20713,18/9/2014,5º ano,Carajás,18/08/2024 22:44,03/12/2024,Rematrícula,"100,00%",22.238
CL20719,21/04/2011,9º ano,Ouro Preto,18/08/2024 22:46,22/10/2024,Rematrícula,"40,00%",20.833
CL20720,,8º ano,,18/08/2024 22:45,,Rematrícula,,
CL20721,08/09/2011,8º ano,Carajás,18/08/2024 22:44,09/12/2024,Rematrícula,"100,00%",23.427
CL20722,5/7/2012,7º ano,Ouro Preto,18/08/2024 22:46,07/11/2024,Rematrícula,"35,00%",22.341
CL20723,07/12/2009,1ª série,Alípio de Melo,18/08/2024 22:46,16/01/2025,Rematrícula,"65,00%",11.774
CL20728,10/09/2011,8º ano,Santa Amélia,18/08/2024 22:44,09/11/2024,Rematrícula,"49,50%",16.211
CL2073,18/03/2019,1º ano,Castelo Manacás,18/8/2024 22:46:00,20/08/2024,Rematrícula,"50,90%",12.832
CL20730,20/07/2009,9º ano,Alípio de Melo,18/08/2024 22:47,16/01/2025,Rematrícula,"51,40%",14.94
CL20733,2/7/2016,3º ano bilíngue,Carajás,18/08/2024 22:45,12/12/2024,Rematrícula,"100,00%",32.408
CL20734,29/09/2017,2º ano,Castelo Manacás,18/08/2024 22:47,26/09/2024,Rematrícula,"55,00%",11.928
CL20737,11/3/2010,9º ano,Santa Amélia,18/08/2024 22:46,01/10/2024,Rematrícula,"49,00%",13.824
CL20738,11/03/2009,2ª série,Alípio de Melo,18/08/2024 22:46,30/10/2024,Rematrícula,"41,70%",19.183
CL20742,11/06/2009,1ª série,Santa Amélia,18/08/2024 22:46,24/10/2024,Rematrícula,"49,40%",18.008
CL20744,15/07/2016,3º ano,Jaraguá,18/08/2024 22:46,14/10/2024,Rematrícula,"40,00%",15.236
CL20746,03/09/2008,2ª série,Mais Buritis,18/08/2024 22:45,18/10/2024,Rematrícula,"30,00%",25.431
CL2075,8/3/2020,Infantil 5,Jardim Canadá,18/08/2024 22:45:00,15/01/2025,Rematrícula,"70,00%",8.948
CL20753,05/12/2016,3º ano,Lagoa Santa,18/08/2024 22:46,12/09/2024,Rematrícula,"36,00%",16.284
CL20758,,2ª série,,09/09/2024 21:24,,Rematrícula,,
CL20761,8/2/2015,5º ano bilíngue,Carajás,18/08/2024 22:45,03/12/2024,Rematrícula,"100,00%",32.408
CL20763,,2ª série,,18/08/2024 22:45,,Rematrícula,,
CL20765,02/03/2009,9º ano,Carajás,18/08/2024 22:44,10/01/2025,Rematrícula,"100,00%",23.427
CL20772,23/07/2016,3º ano bilíngue,Carajás,18/08/2024 22:46,26/11/2024,Rematrícula,"100,00%",32.408
CL20778,,1ª série,,18/08/2024 22:46,,Rematrícula,,
CL2078,,2ª série,,18/08/2024 22:45:00,,Rematrícula,,
CL20784,,5º ano bilíngue,,18/08/2024 22:44,,Rematrícula,,
CL20785,,9º ano,,18/08/2024 22:47,,Rematrícula,,
CL20787,,9º ano,,18/08/2024 22:44,,Rematrícula,,
CL20794,,3º ano,,18/08/2024 22:45,,Rematrícula,,
CL20795,5/6/2014,6º ano,Ouro Preto,18/08/2024 22:46,31/10/2024,Rematrícula,"45,00%",19.326
CL20798,18/06/2014,5º ano,Santa Amélia,18/08/2024 22:44,30/09/2024,Rematrícula,"65,00%",10.214
CL2080,29/1/2007,3ª série,Mais Cidade Nova,18/08/2024 22:45:00,01/02/2025,Rematrícula,"60,00%",22.022
CL20802,,Infantil 5 bilíngue,,18/08/2024 22:45,,Rematrícula,,
CL20803,14/7/2008,2ª série,Nova Suíça,18/08/2024 22:45,09/09/2024,Rematrícula,"47,70%",20.943
CL20804,23/2/2015,5º ano,Gutierrez,18/08/2024 22:44,09/12/2024,Rematrícula,"55,00%",13.684
CL20805,23/7/2013,6º ano,Santa Amélia,18/08/2024 22:47,01/10/2024,Rematrícula,"100,00%",495.0
CL20806,1/3/2017,3º ano,Carajás,18/08/2024 22:45,04/12/2024,Rematrícula,"100,00%",22.238
CL20807,31/05/2007,2ª série,Mais Buritis,18/08/2024 22:44,03/10/2024,Rematrícula,"24,70%",21.784
CL20813,16/12/2013,6º ano,Gutierrez,18/08/2024 22:45,04/09/2024,Rematrícula,"60,00%",14.584
CL20815,,9º ano,,18/08/2024 22:44,,Rematrícula,,
CL20830,13/10/2017,2º ano,Alípio de Melo,18/08/2024 22:46,03/10/2024,Rematrícula,"41,00%",14.615
CL20851,24/6/2017,2º ano,Castelo,18/08/2024 22:47,06/12/2024,Rematrícula,"50,00%",13.031
CL20855,18/4/2020,Infantil 4,Santa Amélia,18/08/2024 22:46,17/10/2024,Rematrícula,"47,00%",12.449
CL2086,12/11/2016,3º ano,Alípio de Melo,18/08/2024 22:46:00,06/12/2024,Rematrícula,"60,00%",10.826
CL20862,9/8/2016,3º ano,Lagoa Santa,18/08/2024 22:45,02/10/2024,Rematrícula,"50,00%",13.165
CL20864,,8º ano,,18/08/2024 22:47,,Rematrícula,,
CL20868,,1º ano,,18/08/2024 22:45,,Rematrícula,,
CL20869,12/10/2012,7º ano,Mais Cidade Nova,18/08/2024 22:46,29/10/2024,Rematrícula,"69,00%",15.195
CL20870,06/05/2017,2º ano,Castelo,18/08/2024 22:46,09/09/2024,Rematrícula,"55,00%",11.928
CL20872,15/3/2019,1º ano bilíngue,Carajás,08/11/2024 14:24,18/11/2024,Rematrícula,"100,00%",32.408
CL20879,,1º ano bilíngue,,18/08/2024 22:45,,Rematrícula,,
CL20899,12/07/2012,8º ano,Carajás,18/08/2024 22:44,12/12/2024,Rematrícula,"100,00%",23.427
CL2090,12/12/2013,6º ano,Lagoa Santa,18/08/2024 22:44:00,07/01/2025,Rematrícula,"47,50%",15.803
CL20900,,3ª série,,18/08/2024 22:45,,Rematrícula,,
CL20905,5/9/2008,3ª série,Conceição do Mato Dentro,18/08/2024 22:47,06/01/2025,Rematrícula,"100,00%",17.371
CL20907,5/4/2013,6º ano,Ouro Preto,18/08/2024 22:44,04/10/2024,Rematrícula,"100,00%",548.0
CL2091,14/01/2015,5º ano,Ouro Preto,18/08/2024 22:45:00,02/01/2025,Rematrícula,"30,00%",20.309
CL20914,,3º ano,,18/08/2024 22:44,,Rematrícula,,
CL20919,05/01/2018,2º ano,Castelo Manacás,18/08/2024 22:46,27/09/2024,Rematrícula,"52,00%",11.988
CL20928,10/03/2018,2º ano,Castelo Manacás,18/08/2024 22:47,27/09/2024,Rematrícula,"60,00%",10.826
CL20931,02/04/2017,3º ano bilíngue,Carajás,18/08/2024 22:45,28/11/2024,Rematrícula,"100,00%",32.408
CL20934,18/9/2020,Infantil 4,Carlos Prates,18/08/2024 22:45,03/10/2024,Rematrícula,"62,00%",8.056
CL20935,9/4/2019,Infantil 5,Nova Suíça,18/08/2024 22:44,29/11/2024,Rematrícula,"50,00%",12.694
CL20936,15/8/2009,1ª série,Santa Amélia,18/08/2024 22:46,28/01/2025,Rematrícula,"85,00%",4.937
CL2094,11/01/2020,Infantil 5,Jaraguá,18/08/2024 22:45:00,15/01/2025,Rematrícula,"50,00%",11.483
CL20941,21/07/2016,3º ano,Lagoa Santa,18/08/2024 22:46,02/11/2024,Rematrícula,"50,00%",13.165
CL20945,13/10/2018,1º ano,Nova Suíça,18/08/2024 22:46,23/09/2024,Rematrícula,"43,00%",16.72
CL20949,23/12/2019,Infantil 5 bilíngue,Carajás,18/08/2024 22:45,14/11/2024,Rematrícula,"100,00%",16.976
CL20952,5/8/2018,1º ano,Carajás,18/08/2024 22:45,18/11/2024,Rematrícula,"100,00%",22.238
CL20959,14/08/2017,2º ano,Ouro Preto,18/08/2024 22:46,03/09/2024,Rematrícula,"55,00%",13.889
CL20963,15/04/2018,1º ano,Nova Suíça,18/08/2024 22:46,09/11/2024,Rematrícula,"43,00%",15.8
CL20966,,3º ano,,29/08/2024 19:42,,Rematrícula,,
CL20968,,3º ano,,18/08/2024 22:45,,Rematrícula,,
CL20969,27/5/2016,4º ano bilíngue,Mais Buritis,18/08/2024 22:44,11/10/2024,Rematrícula,"100,00%",4.48
CL20970,,2º ano,,18/08/2024 22:44,,Rematrícula,,
CL20978,06/03/2008,3ª série,Jaraguá,18/08/2024 22:44,16/09/2024,Rematrícula,"25,70%",26.994
CL20979,18/02/2017,3º ano bilíngue,Mais Cidade Nova,18/08/2024 22:44,14/10/2024,Rematrícula,"64,00%",19.987
CL2098,,Infantil 4,,18/08/2024 22:45:00,,Rematrícula,,
CL20984,29/11/2018,1º ano bilíngue,Mais Cidade Nova,18/08/2024 22:45,08/10/2024,Rematrícula,"60,00%",23.062
CL20985,12/11/2014,5º ano,Gutierrez,18/08/2024 22:45,21/12/2024,Rematrícula,"40,00%",16.789
CL20990,30/9/2017,2º ano,Lagoa Santa,18/08/2024 22:45,30/09/2024,Rematrícula,"41,70%",15.009
CL20994,8/9/2013,6º ano,Lagoa Santa,18/08/2024 22:44,18/11/2024,Rematrícula,"46,00%",16.431
CL20997,21/5/2014,6º ano,Lagoa Santa,18/08/2024 22:44,18/11/2024,Rematrícula,"46,00%",16.194
CL20998,27/11/2016,3º ano,Gutierrez,18/08/2024 22:46,29/10/2024,Rematrícula,"50,00%",14.489
CL20999,17/03/2020,Infantil 5,Gutierrez,18/08/2024 22:45,25/09/2024,Rematrícula,"36,00%",16.731
CL21007,05/12/2012,7º ano,Carlos Prates,18/08/2024 22:45,17/09/2024,Rematrícula,"100,00%",471.0
CL21008,12/6/2012,8º ano,Lagoa Santa,18/08/2024 22:47,19/09/2024,Rematrícula,"100,00%",474.0
CL21009,,4º ano,,18/08/2024 22:46,,Rematrícula,,
CL2101,18/9/2016,3º ano,Ouro Preto,18/08/2024 22:47:00,12/12/2024,Rematrícula,"40,00%",17.741
CL21010,22/8/2010,9º ano,Carajás,18/08/2024 22:46,23/12/2024,Rematrícula,"100,00%",23.427
CL21011,31/03/2017,3º ano,Gutierrez,18/08/2024 22:46,14/10/2024,Rematrícula,"55,00%",13.684
CL21014,,1ª série,,18/08/2024 22:46,,Rematrícula,,
CL21017,23/01/2013,7º ano,Santa Amélia,18/08/2024 22:46,28/01/2025,Rematrícula,"50,00%",16.075
CL21018,,8º ano,,18/08/2024 22:44,,Rematrícula,,
CL21019,,7º ano,,18/08/2024 22:46,,Rematrícula,,
CL21023,26/10/2010,9º ano,Ouro Preto,18/08/2024 22:46,16/09/2024,Rematrícula,"45,00%",19.326
CL21026,4/7/2016,3º ano,Alípio de Melo,18/08/2024 22:45,11/09/2024,Rematrícula,"39,00%",15.457
CL21028,17/06/2013,7º ano bilíngue,Carajás,18/08/2024 22:45,11/12/2024,Rematrícula,"100,00%",38.376
CL21029,,Infantil 4 bilíngue,,18/08/2024 22:46,,Rematrícula,,
CL2104,,6º ano bilíngue,,18/08/2024 22:46:00,,Rematrícula,,
CL21040,24/11/2007,3ª série,Lagoa Santa,18/08/2024 22:46,04/12/2024,Rematrícula,"60,00%",15.981
CL21041,19/3/2014,6º ano bilíngue,Mais Belvedere,18/08/2024 22:45,14/10/2024,Rematrícula,"60,00%",27.49
CL21042,1/3/2019,1º ano,Carajás,18/08/2024 22:46,18/11/2024,Rematrícula,"100,00%",22.238
CL21043,,6º ano,,18/08/2024 22:44,,Rematrícula,,
CL2105,,5º ano,,18/08/2024 22:45:00,,Rematrícula,,
CL21050,9/7/2018,1º ano,Ouro Preto,18/08/2024 22:44,08/01/2025,Rematrícula,"70,00%",9.571
CL21052,04/04/2010,1ª série,Conceição do Mato Dentro,18/08/2024 22:47,29/01/2025,Rematrícula,"12,00%",18.638
CL21053,,2ª série,,18/08/2024 22:46,,Rematrícula,,
CL21056,24/06/2013,6º ano bilíngue,Mais Pampulha,18/08/2024 22:44,17/09/2024,Rematrícula,"60,20%",25.327
CL21058,27/7/2015,4º ano,Gutierrez,18/08/2024 22:45,30/10/2024,Rematrícula,"27,00%",20.768
CL2106,,4º ano bilíngue,,18/08/2024 22:47:00,,Rematrícula,,
CL21061,29/09/2011,8º ano,Carajás,18/08/2024 22:46,09/12/2024,Rematrícula,"100,00%",0.0
CL21062,,7º ano,,18/08/2024 22:44,,Rematrícula,,
CL21063,04/07/2015,4º ano,Carlos Prates,18/08/2024 22:44,07/10/2024,Rematrícula,"51,50%",12.7
CL21065,27/1/2018,2º ano,Nova Suíça,18/08/2024 22:45,02/10/2024,Rematrícula,"50,00%",14.489
CL21069,26/09/2010,9º ano,Ouro Preto,18/08/2024 22:47,27/09/2024,Rematrícula,"40,00%",20.833
CL21075,30/10/2014,5º ano,Lagoa Santa,18/08/2024 22:46,27/11/2024,Rematrícula,"50,00%",13.165
CL21077,10/10/2019,Infantil 5 bilíngue,Mais Buritis,18/08/2024 22:46,02/09/2024,Rematrícula,"50,00%",26.501
CL21078,,1ª série,,18/08/2024 22:47,,Rematrícula,,
CL21090,22/11/2011,8º ano,Santa Amélia,18/08/2024 22:46,27/09/2024,Rematrícula,"2,90%",28.888
CL21094,11/7/2014,5º ano,Carajás,18/08/2024 22:45,29/11/2024,Rematrícula,"100,00%",22.238
CL2110,6/2/2009,2ª série,Ouro Preto,18/8/2024 22:44:00,10/10/2024,Rematrícula,"32,00%",25.762
CL21104,28/12/2011,8º ano,Jardim Canadá,18/08/2024 22:44,17/12/2024,Rematrícula,"60,00%",14.584
CL21109,24/8/2016,3º ano,Carlos Prates,18/08/2024 22:44,20/09/2024,Rematrícula,"50,00%",12.029
CL2111,22/4/2014,6º ano,Alípio de Melo,18/08/2024 22:44:00,11/09/2024,Rematrícula,"36,90%",18.695
CL21118,01/05/2009,2ª série,Lagoa Santa,18/08/2024 22:46,21/01/2025,Rematrícula,"50,00%",16.209
CL21119,31/12/2016,3º ano,Carajás,18/08/2024 22:45,13/12/2024,Rematrícula,"100,00%",22.238
CL2112,8/8/2008,2ª série,Ouro Preto,18/8/2024 22:46:00,28/01/2025,Rematrícula,"60,00%",16.405
CL21123,,3ª série,,18/08/2024 22:46,,Rematrícula,,
CL21125,09/10/2011,8º ano,Lagoa Santa,18/08/2024 22:45,03/10/2024,Rematrícula,"45,00%",16.454
CL21127,21/10/2014,5º ano,Nova Suíça,18/08/2024 22:45,23/09/2024,Rematrícula,"38,00%",17.985
CL21139,04/04/2012,7º ano bilíngue,Carajás,18/08/2024 22:44,10/12/2024,Rematrícula,"100,00%",38.376
CL21141,5/8/2008,2ª série,Carajás,18/08/2024 22:45,18/12/2024,Rematrícula,"100,00%",24.615
CL21143,28/04/2009,2ª série,Jardim Canadá,18/08/2024 22:47,12/12/2024,Rematrícula,"65,00%",14.111
CL21144,4/7/2009,1ª série,Lagoa Santa,18/08/2024 22:45,19/12/2024,Rematrícula,"52,40%",15.911
CL21146,27/08/2016,3º ano,Jaraguá,18/08/2024 22:45,06/10/2024,Rematrícula,"35,00%",16.339
CL21149,,7º ano,,18/08/2024 22:44,,Rematrícula,,
CL2115,3/7/2011,8º ano,Jardim Canadá,18/08/2024 22:47:00,18/12/2024,Rematrícula,"50,00%",16.745
CL21153,28/5/2013,6º ano bilíngue,Carajás,18/08/2024 22:46,19/12/2024,Rematrícula,"100,00%",38.376
CL21159,06/12/2014,5º ano,Castelo,18/08/2024 22:47,19/09/2024,Rematrícula,"10,00%",21.852
CL21160,03/11/2013,5º ano bilíngue,Mais Belvedere,18/08/2024 22:45,02/12/2024,Rematrícula,"50,00%",29.528
CL21166,31/7/2019,Infantil 5 bilíngue,Mais Cidade Nova,13/09/2024 12:44,02/10/2024,Rematrícula,"64,00%",19.292
CL21167,,Infantil 5,,18/08/2024 22:44,,Rematrícula,,
CL21169,6/9/2018,1º ano bilíngue,Mais Belvedere,18/08/2024 22:45,10/10/2024,Rematrícula,"70,00%",17.262
CL21171,9/4/2020,Infantil 4,Nova Suíça,18/08/2024 22:45,02/09/2024,Rematrícula,"35,00%",16.96
CL21176,19/01/2019,1º ano,Conceição do Mato Dentro,18/08/2024 22:46,11/01/2025,Rematrícula,"30,00%",16.387
CL21178,10/10/2013,6º ano,Ouro Preto,18/08/2024 22:47,16/01/2025,Rematrícula,"55,00%",15.762
CL21182,02/05/2012,8º ano,Alípio de Melo,18/08/2024 22:47,23/09/2024,Rematrícula,"35,00%",19.187
CL21184,13/06/2015,4º ano bilíngue,Carajás,18/08/2024 22:46,27/11/2024,Rematrícula,"100,00%",32.408
CL21191,25/06/2017,2º ano,Gutierrez,18/08/2024 22:46,08/10/2024,Rematrícula,"23,50%",21.654
CL21194,23/09/2014,5º ano bilíngue,Carajás,18/08/2024 22:44,29/11/2024,Rematrícula,"100,00%",32.408
CL21196,,3º ano,,18/08/2024 22:46,,Rematrícula,,
CL21197,3/5/2007,3ª série,Ouro Preto Integral,18/08/2024 22:46,14/10/2024,Rematrícula,"35,00%",30.284
CL21200,06/10/2007,3ª série,Nova Suíça,18/08/2024 22:45,14/01/2025,Rematrícula,"100,00%",0.0
CL21201,,3ª série,,18/08/2024 22:45,,Rematrícula,,
CL21203,,3ª série,,18/08/2024 22:44,,Rematrícula,,
CL21204,,9º ano,,18/08/2024 22:46,,Rematrícula,,
CL21206,3/1/2011,9º ano,Carajás,18/08/2024 22:44,26/12/2024,Rematrícula,"100,00%",23.427
CL21207,02/07/2011,8º ano,Alípio de Melo,18/08/2024 22:47,28/11/2024,Rematrícula,"40,00%",15.538
CL21211,31/5/2015,4º ano,Ouro Preto,18/08/2024 22:45,05/12/2024,Rematrícula,"37,00%",18.511
CL21213,24/11/2010,9º ano,Carlos Prates,18/08/2024 22:44,04/10/2024,Rematrícula,"51,50%",14.914
CL21216,9/10/2008,2ª série,Mais Belvedere,18/08/2024 22:46,03/10/2024,Rematrícula,"38,00%",24.159
CL21218,07/12/2008,2ª série,Lagoa Santa,18/08/2024 22:46,21/11/2024,Rematrícula,"55,00%",15.556
CL21220,,6º ano,,18/08/2024 22:46,,Rematrícula,,
CL21223,8/2/2010,1ª série,Alípio de Melo,18/08/2024 22:45,27/12/2024,Rematrícula,"60,00%",13.198
CL21226,25/3/2018,2º ano bilíngue,Mais Belvedere,18/08/2024 22:45,25/09/2024,Rematrícula,"60,00%",22.259
CL2123,24/12/2016,3º ano bilíngue,Mais Pampulha,18/08/2024 22:45:00,22/11/2024,Rematrícula,"70,00%",17.262
CL21231,22/08/2007,3ª série,Alípio de Melo,18/08/2024 22:45,30/10/2024,Rematrícula,"57,60%",15.713
CL21234,03/09/2018,1º ano,Gutierrez,18/08/2024 22:44,04/12/2024,Rematrícula,"48,00%",14.765
CL21237,31/8/2011,8º ano,Lagoa Santa,18/08/2024 22:45,02/10/2024,Rematrícula,"33,40%",19.712
CL21239,16/08/2011,8º ano,Ouro Preto,18/08/2024 22:44,24/10/2024,Rematrícula,"40,00%",20.833
CL21241,,1º ano,,18/08/2024 22:44,,Rematrícula,,
CL21243,04/07/2019,Infantil 5,Carlos Prates,18/08/2024 22:45,23/10/2024,Rematrícula,"55,00%",10.116
CL21244,08/06/2013,7º ano,Mais Pampulha,18/08/2024 22:44,08/10/2024,Rematrícula,"36,40%",26.985
CL21245,18/6/2013,6º ano bilíngue,Carajás,18/08/2024 22:46,10/12/2024,Rematrícula,"100,00%",38.376
CL21247,15/8/2019,Infantil 5,Santa Amélia,18/08/2024 22:46,10/09/2024,Rematrícula,"40,00%",13.852
CL21249,4/12/2010,9º ano,Lagoa Santa,18/08/2024 22:46,11/11/2024,Rematrícula,"47,00%",15.934
CL21250,04/07/2020,Infantil 4,Lagoa Santa,18/08/2024 22:46,04/10/2024,Rematrícula,"27,70%",16.562
CL21251,18/10/2022,Infantil 2 bilíngue,Carajás,08/11/2024 14:57,25/11/2024,Rematrícula,"100,00%",15.966
CL21253,05/05/2014,5º ano bilíngue,Mais Pampulha,18/08/2024 22:44,01/10/2024,Rematrícula,"52,30%",27.243
CL21254,28/02/2011,9º ano,Carajás,18/08/2024 22:44,13/12/2024,Rematrícula,"100,00%",23.427
CL21255,,8º ano,,18/08/2024 22:47,,Rematrícula,,
CL2126,27/08/2020,Infantil 4,Gutierrez,18/08/2024 22:46:00,21/10/2024,Rematrícula,"100,00%",694.0
CL21262,20/08/2016,3º ano bilíngue,Mais Pampulha,18/08/2024 22:45,09/12/2024,Rematrícula,"60,20%",22.614
CL21264,01/12/2017,2º ano,Castelo,18/08/2024 22:46,05/09/2024,Rematrícula,"48,50%",13.362
CL21265,26/10/2016,3º ano,Carlos Prates,18/08/2024 22:45,11/10/2024,Rematrícula,"50,00%",13.031
CL21267,31/07/2018,1º ano,Carajás,18/08/2024 22:46,21/11/2024,Rematrícula,"100,00%",22.238
CL2127,22/5/2019,Infantil 5 bilíngue,Carajás,18/08/2024 22:46:00,21/01/2025,Rematrícula,"100,00%",15.561
CL21272,22/1/2011,9º ano,Ouro Preto,18/08/2024 22:47,22/08/2024,Rematrícula,"14,60%",28.492
CL21274,2/8/2014,5º ano,Jardim Canadá,18/08/2024 22:45,14/11/2024,Rematrícula,"50,00%",15.018
CL21275,17/05/2017,3º ano,Lagoa Santa,18/08/2024 22:45,19/08/2024,Rematrícula,"38,00%",15.839
CL21277,9/7/2014,5º ano,Santa Amélia,18/08/2024 22:45,25/09/2024,Rematrícula,"34,00%",17.395
CL21278,15/12/2017,2º ano bilíngue,Mais Pampulha,18/08/2024 22:46,04/10/2024,Rematrícula,"59,90%",23.218
CL21279,08/12/2013,6º ano,Alípio de Melo,18/08/2024 22:47,28/10/2024,Rematrícula,"47,60%",15.924
CL21282,03/06/2013,7º ano,Conceição do Mato Dentro,18/08/2024 22:44,26/11/2024,Rematrícula,"50,00%",19.155
CL21283,12/12/2012,7º ano,Gutierrez,18/08/2024 22:45,28/10/2024,Rematrícula,"50,00%",16.205
CL21287,19/07/2013,6º ano bilíngue,Carajás,18/08/2024 22:46,05/12/2024,Rematrícula,"100,00%",38.376
CL2129,30/10/2014,5º ano,Castelo Manacás,18/8/2024 22:44:00,26/11/2024,Rematrícula,"55,00%",11.327
CL21292,15/7/2015,4º ano bilíngue,Mais Cidade Nova,18/08/2024 22:45,04/11/2024,Rematrícula,"50,00%",27.81
CL21295,11/09/2018,1º ano bilíngue,Mais Cidade Nova,18/08/2024 22:46,23/11/2024,Rematrícula,"69,20%",17.129
CL21297,11/2/2015,5º ano,Jaraguá,18/08/2024 22:44,19/11/2024,Rematrícula,"38,00%",15.276
CL21300,,2º ano bilíngue,,18/08/2024 22:46,,Rematrícula,,
CL21304,,3º ano,,18/08/2024 22:44,,Rematrícula,,
CL21305,12/06/2011,9º ano,Carlos Prates,18/08/2024 22:46,27/09/2024,Rematrícula,"28,20%",20.948
CL21311,13/08/2009,1ª série,Alípio de Melo,18/08/2024 22:45,11/09/2024,Rematrícula,"65,00%",12.551
CL21312,08/09/2011,8º ano,Ouro Preto,18/08/2024 22:45,09/12/2024,Rematrícula,"40,00%",20.833
CL21313,24/05/2016,4º ano,Carlos Prates,18/08/2024 22:46,07/10/2024,Rematrícula,"100,00%",2.005
CL21314,21/10/2009,1ª série,Santa Amélia,18/08/2024 22:46,25/10/2024,Rematrícula,"45,20%",18.452
CL21315,11/6/2010,1ª série,Conceição do Mato Dentro,18/08/2024 22:47,29/11/2024,Rematrícula,"50,00%",20.942
CL21316,21/11/2013,6º ano,Ouro Preto,30/10/2024 14:40,20/12/2024,Rematrícula,"40,00%",20.833
CL21324,9/10/2008,2ª série,Mais Buritis,18/08/2024 22:45,04/11/2024,Rematrícula,"40,00%",22.02
CL21326,6/7/2012,7º ano,Santa Amélia,18/08/2024 22:45,13/10/2024,Rematrícula,"46,50%",17.027
CL21328,08/10/2009,1ª série,Lagoa Santa,18/08/2024 22:46,24/09/2024,Rematrícula,"28,00%",23.321
CL21329,4/2/2010,1ª série,Ouro Preto,18/08/2024 22:47,27/01/2025,Rematrícula,"30,00%",26.431
CL21331,02/10/2009,1ª série,Carlos Prates,18/08/2024 22:46,16/01/2025,Rematrícula,"100,00%",0.0
CL21333,,6º ano,,18/08/2024 22:44,,Rematrícula,,
CL21342,6/12/2011,8º ano,Mais Cidade Nova,18/08/2024 22:45,29/01/2025,Rematrícula,"70,00%",12.404
CL21343,22/06/2012,8º ano,Mais Belvedere,18/08/2024 22:44,18/09/2024,Rematrícula,"51,50%",20.889
CL21347,05/02/2010,1ª série,Santa Amélia,18/08/2024 22:45,28/10/2024,Rematrícula,"43,00%",19.938
CL21348,04/05/2008,2ª série,Nova Suíça,18/08/2024 22:47,07/11/2024,Rematrícula,"50,50%",18.748
CL21350,20/01/2018,2º ano,Ouro Preto,18/08/2024 22:44,27/11/2024,Rematrícula,"30,00%",20.309
CL21351,01/09/2011,8º ano,Jaraguá,18/08/2024 22:44,03/09/2024,Rematrícula,"36,90%",18.781
CL21352,04/01/2009,2ª série,Jaraguá,18/08/2024 22:47,04/02/2025,Rematrícula,"28,00%",23.255
CL21353,14/02/2016,4º ano,Alípio de Melo,18/08/2024 22:45,13/12/2024,Rematrícula,"50,00%",12.73
CL21355,22/08/2012,7º ano,Lagoa Santa,18/08/2024 22:46,19/10/2024,Rematrícula,"50,00%",15.389
CL21356,14/08/2013,6º ano,Carajás,18/08/2024 22:44,03/12/2024,Rematrícula,"100,00%",23.427
CL21360,30/1/2014,6º ano bilíngue,Carajás,18/08/2024 22:46,04/12/2024,Rematrícula,"100,00%",38.376
CL21362,17/06/2014,5º ano,Carajás,11/11/2024 19:16,02/12/2024,Rematrícula,"0,00%",22.062
CL21365,09/04/2009,1ª série,Ouro Preto,18/08/2024 22:46,01/10/2024,Rematrícula,"35,00%",24.76
CL21366,14/04/2009,1ª série,Mais Buritis,18/08/2024 22:46,26/09/2024,Rematrícula,"47,20%",19.563
CL21367,16/07/2014,5º ano,Santa Amélia,18/08/2024 22:45,08/10/2024,Rematrícula,"45,00%",14.847
